0.675057	0.675057	Clap
1.982570	1.982570	Drum
3.290083	3.290083	Clap
4.597596	4.597596	Drum
5.888724	5.888724	Clap
7.209345	7.209345	Drum
8.503750	8.503750	Clap
9.804709	9.804709	Drum
10.604291	10.604291	Beep
10.859895	10.859895	Measure
11.469412	11.469412	Beep
11.784002	11.784002	Measure
12.416458	12.416458	Beep
12.786756	12.786756	Measure
13.078407	13.078407	Beep
13.612554	13.612554	Measure
14.074607	14.074607	Beep
14.402305	14.402305	Measure
14.982329	14.982329	Beep
15.365735	15.365735	Measure
15.680325	15.680325	Beep
16.171871	16.171871	Measure
16.751896	16.751896	Beep
17.036992	17.036992	Measure
17.626848	17.626848	Beep
18.134779	18.134779	Triplet
18.347782	18.347782	Triplet2
18.852436	18.852436	Triplet
19.275166	19.275166	Beep
19.609418	19.609418	Measure
20.091133	20.091133	Beep
20.572848	20.572848	Measure
20.995578	20.995578	Beep
21.503509	21.503509	Triplet
22.191674	22.191674	Saxophone1
22.742206	22.742206	Beep
23.210813	23.210813	Triplet
23.499187	23.499187	Triplet2
24.052996	24.052996	Measure
24.534711	24.534711	Beep
24.800146	24.800146	Saxophone2
25.412940	25.412940	Measure
25.878271	25.878271	Beep
26.232184	26.232184	Measure
26.645083	26.645083	Beep
27.139906	27.139906	Measure
27.402064	27.402064	Saxophone3
28.093506	28.093506	Beep
28.552282	28.552282	Triplet
28.732516	28.732516	Triplet2
29.184738	29.184738	Saxophone4-1
29.715608	29.715608	Measure
30.023644	30.023644	Saxophone4-2
30.564345	30.564345	Beep
31.068999	31.068999	Measure
31.540883	31.540883	Beep
31.930843	31.930843	Measure
32.412559	32.412559	Beep
32.625562	32.625562	Saxophone5
33.271126	33.271126	Measure
33.670917	33.670917	Beep
33.965845	33.965845	Measure
34.522930	34.522930	Triplet
34.998092	34.998092	Triplet2
35.234034	35.234034	Saxophone6
35.853382	35.853382	Beep
36.276112	36.276112	Measure
36.639856	36.639856	Beep
37.111740	37.111740	Measure
37.616395	37.616395	Beep
37.845783	37.845783	Saxophone7
38.442192	38.442192	Measure
38.946846	38.946846	Beep
39.136911	39.136911	Saxophone8-1
39.559641	39.559641	Saxophone
40.159327	40.159327	Saxophone
40.447701	40.447701	Saxophone8-2
41.024448	41.024448	Saxophone
41.519272	41.519272	Saxophone2
47.797956	47.797956	Beep
48.279671	48.279671	Saxophone9
48.938343	48.938343	Measure
49.318472	49.318472	Triplet
49.708432	49.708432	Beep
50.140993	50.140993	Measure
50.583384	50.583384	Beep
50.891420	50.891420	Saxophone10
51.451783	51.451783	Measure
51.936775	51.936775	Beep
52.421767	52.421767	Triplet
52.752742	52.752742	Triplet2
53.263950	53.263950	Triplet3
53.496615	53.496615	Saxophone11
54.053701	54.053701	Beep
54.522308	54.522308	Measure
54.974531	54.974531	Beep
55.393983	55.393983	Measure
55.859314	55.859314	Beep
56.095256	56.095256	Saxophone12
56.727712	56.727712	Measure
57.193043	57.193043	Beep
57.560064	57.560064	Triplet
58.028671	58.028671	Triplet2
58.716836	58.716836	Saxophone13
59.332907	59.332907	Beep
59.791684	59.791684	Measure
60.224244	60.224244	Beep
60.597819	60.597819	Measure
60.977949	60.977949	Beep
61.322031	61.322031	Saxophone14
61.987257	61.987257	Saxophone
62.419817	62.419817	Beep
